Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,5.414724475,6.011877158,-0.445676065,0.852292554,4.925454132,2.926097229,4.784739421,8.081468444,8.24958124,11.14979583,3.428209908,6.072049322,5.199239882,2.29690837,-0.296427121,-2.63966484,2.753408017,2.503938001,4.057406758,4.608853403,6.541908294,10.07249738,2.503244603,-2.094981088,3.647473712,9.639917293,-1.028565675,13.51548776,-3.861127713,5.199206311,0.949050949,-6.630381,-0.476947536,0.745473908,-1.797040169,1.82992465,
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,13.06085429,6.177273186,6.806008415,5.706253256,0.646239391,5.95920961,8.822314651,6.016717122,4.860598687,8.676005423,0.665280665,-4.419661297,3.45721694,-5.179615706,3.656387665,7.097322567,5.515873016,5.60361038,6.65954416,-11.71953255,-0.113464448,-5.111700114,-5.027932961,5.924369748,3.728679096,1.529636711,1.468926554,7.757980698,1.377884947,7.10159701,1.269035533,-0.971177945,-0.3796267,2.667513496,1.979585524,4.468980892,5.513059779,0.345909084,-5.411986294,,,,,
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.298518462,3.536501459,9.541043854,4.632992258,4.361769432,5.512103896,4.112175585,8.766035144,4.736909091,5.707883612,5.58375446,7.333051564,6.782834416,6.375029959,1.949990754,7.387265656,7.809220681,4.996689801,4.713456153,3.759978054,0.646858668,-3.530088964,-2.572091536,0.49669784,-0.609338957,0.143049591,3.543983208,3.89238717,3.942589436,3.102563208,3.658248761,4.838338798,3.927131964,4.033741494,4.948547484,2.957779916,4.364089954,4.993527779,3.847062231,3.6088687,2.332544301,3.866638363,2.530837955,3.152030513,3.260162692,5.379733928,6.304072145,3.281095312,0.526037754,2.869481449,4.162050354,2.969832897,3.69050034,
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.689524268,1.104925862,-12.2786573,11.36028244,10.54101869,5.233273904,4.313621878,1.024827519,6.99438664,4.255456942,3.112850838,-3.317670953,1.244719366,7.702839939,8.483021517,1.53691329,-2.638679684,-1.806188773,-1.835696235,1.733889721,1.4961659,-13.19013447,-6.792386724,-5.028737863,2.399667451,-0.900602221,0.899396581,-3.693533073,-4.944413106,-3.038084864,5.984609929,7.831446663,8.213838043,8.52330931,4.986313641,7.883466693,6.226948398,-1.708567161,2.969880996,-1.376727501,2.249999292,1.051000772,-1.005255282,3.293924792,-1.956911131,5.129609346,-3.640517324,1.976647058,3.31862417,4.370869417,5.437126058,4.816458917,5.328380691,
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.637085575,5.827668437,5.241478571,6.433853295,5.518064617,6.049458406,4.455019029,6.033460643,5.679107027,3.547878948,3.770639642,5.43926727,6.335585683,1.262670213,0.164148218,4.88058651,3.855850729,4.224311032,3.965882291,1.422960992,1.966777689,0.105473318,2.846350369,4.656018473,3.784642071,3.184353889,3.401284427,4.788593466,3.958553037,2.926608606,1.15748729,1.607228118,1.14500683,2.904755988,2.685889194,2.842835188,3.463839283,2.44941219,3.443213118,4.087041363,1.472416825,1.649732125,2.274002338,3.389432943,2.82682753,3.164977776,2.872023153,0.395208088,-3.54242092,3.006978163,1.859145653,1.502061871,1.305375227,
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,1.794838823,1.603627443,3.397438834,11.34337048,9.206704673,7.292788924,10.61184495,12.27990159,2.415398556,0.491975836,16.16406956,11.72563625,8.260692846,11.55656874,10.10830063,9.260806657,2.949800858,5.977073062,9.97375086,0.75715134,11.05617484,13.39853997,8.511512995,2.276941144,3.830637717,5.701854006,6.234813156,6.201213825,6.036021824,2.373673506,4.258454526,5.099760744,-5.882657389,2.50665049,7.663388927,0.560875289,1.656750218,3.056303617,8.70011839,7.388162189,7.032694734,6.464845183,2.127912539,-2.459153731,6.767654065,4.786105126,1.548604959,2.932259369,
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.855659483,5.764846215,3.580436586,5.416645569,9.037156572,5.373842106,5.977542882,6.598183134,0.655438849,3.626720995,3.995003579,5.76230507,7.869852328,-1.227641614,2.13068177,10.50069295,10.38388924,10.00570125,4.664420834,0.668480713,2.533202204,-1.391216332,-0.924352392,4.345691137,4.188233788,0.722676795,6.031390048,4.609852676,4.325852759,0.096880451,3.252033799,5.624295763,6.23003202,-1.30325709,4.06297613,3.595249715,4.993718593,2.901585402,-1.889534884,5.748148148,2.723193273,3.754337861,4.547038052,6.232302961,6.050916061,6.56699986,6.188252742,4.231864123,-2.431875015,3.731270148,3.835560728,3.863139114,2.563736624,
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.092020101,7.270942466,3.533665774,3.608721001,4.091451522,3.102102566,2.044920051,3.26555562,4.651887233,4.141951012,4.161973177,1.949255725,3.036283345,5.624244169,2.353822265,3.844135986,3.935977782,2.441801605,0.01967194,-0.434522509,4.103670154,1.45777002,0.671017653,1.37200384,1.26981268,3.166880673,3.081022157,0.856549506,2.077639497,-1.123727072,0.380876382,-0.752142322,0.549314307,-0.083532872,4.566371471,5.138280707,4.44569359,3.531217499,2.96444192,2.475816049,4.239177225,3.555378401,4.323894639,5.431597847,6.000715906,5.931651372,6.213319756,5.319058157,4.153522074,5.67341355,4.245902129,4.694311394,4.783922684,
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.920290458,6.543642525,1.97676593,-1.042873203,3.750387794,3.655997945,4.878265707,5.37106763,4.128437237,4.279805805,4.935239694,5.059929351,2.084337519,-6.947204741,-2.272324064,-0.234803687,-1.869716434,-1,
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.696522905,0.875239923,-1.042697313,-0.261498231,0.362430598,-3.511333077,1.791686574,2.252992255,3.343279015,0.843944329,3.083247688,-5.497792337,5.523737754,2.885096051,4.296522524,
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.7,6.1,5.7,4.7,42.41041427,7.4,7.5,4.9,6.9,4.7,6.2,6.1,6.9,5.9,6.2,3.6,7.6,4.4,2.7,0.2,2.86674496,2.841088542,0.722965872,2.658047683,-0.253067485,1.534948825,4.051229599,-0.065263143,0.736424821,-3.496659762,-11.89204086,-3.064180355,-0.576108509,2.947154556,1.489525475,0.160881199,3.127182679,4.073459666,3.197695456,4.225237526,3.712203035,4.506108291,3.850423627,4.797186114,3.964434001,3.897161282,0.114699155,0.894151601,-6.798624513,1.258152876,1.391290868,-1.664505277,1.099424502,
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.10491537,1.909660225,-2.253036563,3.451465796,0.947080215,2.850428259,1.124996921,12.03417845,7.477385929,8.152095969,6.99736404,7.882697752,9.776163879,8.256876028,6.183428953,5.988146459,8.636465156,9.20555751,7.092622175,8.724998928,8.148190997,1.104073701,8.44990772,7.172151983,3.477538794,5.964516381,5.30000314,6.355678747,9.084714336,9.001573222,8.927796145,7.220501604,7.254075412,7.540066679,8.396358045,7.642786284,4.699872542,-13.12672393,0.791129836,4.920064597,3.643466447,4.499475391,4.780369122,5.030873945,5.692571304,5.500951785,6.345022245,6.013702503,4.628872248,6.223854181,6.48563284,6.26367051,5.781224178,
Isle of Man,IMN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,0.418923061,19.10553834,9.896346726,11.82935653,6.845213163,4.186976816,1.604987887,0.787296104,2.568276022,4.00366464,4.280900474,7.715996458,8.581528171,13.50925874,13.69321623,5.338364279,5.376166334,5.868974884,6.327778883,5.2,5.9,7.7,7.5,,,,,,,
India,IND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.722742533,2.931127737,5.994353261,7.452950122,-2.63577011,-0.05532877,7.82596303,3.387929176,6.539700296,5.157229736,1.642930384,-0.553301312,3.295521135,1.18533626,9.149912015,1.663103637,7.254764586,5.712532089,-5.238182703,6.735821528,6.006203624,3.47573324,7.288892901,3.820737856,5.254299223,4.77656417,3.965355634,9.62778292,5.947343328,5.533454563,1.056831433,5.482396022,4.75077622,6.658924067,7.57449184,7.549522249,4.049820849,6.184415821,8.845755561,3.840991157,4.823966264,3.803975321,7.860381475,7.922936613,9.284831507,9.263964759,9.801360337,3.890957062,8.479783897,10.25996306,6.6383638,4.736279635,5.016994509,
Not classified,INX,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,3.469887813,6.4898083,4.721428375,4.260229377,5.65664557,1.394807904,8.211300358,7.186728619,3.073036257,3.079329198,3.325215795,2.283468453,-0.244301148,4.354372513,3.08561495,-0.428330523,4.663091094,5.217414195,5.813919548,8.466527955,1.929639538,3.343274244,2.692609172,5.755827001,9.634422309,9.701997964,11.2717282,8.931177368,10.97129429,10.64834056,4.985058033,5.417140064,3.729736641,4.199789073,6.080486857,5.505178262,4.970189781,-2.160387639,-6.384444421,-1.063163455,2.168695058,0.157032326,-0.339608438,
"Iran, Islamic Rep.",IRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,10.42701884,10.62705521,12.5020142,12.90637381,9.836041047,12.97928853,16.28836349,5.533623119,9.384641342,5.753801963,17.73089671,-1.300648462,-7.479337071,-7.124185052,-13.22964483,-5.198628647,12.95679347,12.60821013,-1.57372012,2.065132171,-9.170797525,-1.403694332,-6.299226828,6.177959519,13.68776536,12.59435696,4.251070755,-1.575789783,-0.350553105,2.652685824,7.100735147,3.384806778,2.740585246,1.933822216,5.143162536,3.669671948,7.515598158,7.114681217,5.084051514,4.623405402,5.893936099,7.824788319,0.58,3.94,5.89,3,2.999999969,-5.799999941,
Iraq,IRQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.305316984,-6.900180223,-33.10083802,54.15777462,4.400617192,10.15819958,1.377598148,6.608864867,5.80896656,6.898839198,9.682900853,9.15632793,3.952469276,
Iceland,ISL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.084661946,8.313712744,10.28338287,9.916544014,7.371729299,8.735933476,-1.267261863,-5.474906346,2.374588027,7.456560032,13.06083764,6.177334447,6.806009722,5.706292138,0.646155077,5.959367517,8.822277247,6.016714595,4.860582385,5.74792071,4.265007104,2.154566242,-2.151161701,4.129118228,3.292841387,6.27054196,8.545939751,-0.089726032,0.258439854,1.169370332,-0.223525511,-3.373894143,1.313449466,3.608857935,0.116583706,4.785062428,4.913189618,6.316795143,4.094160684,4.324660825,3.921601952,0.138960288,2.434412907,7.835800887,7.22998096,4.708970782,5.985000209,1.188063398,-6.561762894,-4.098777486,2.655218684,1.462959356,3.262919368,
Israel,ISR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.20388584,10.15611714,10.695713,7.937191969,9.093965679,-0.079644894,2.995020098,16.24195701,13.5657034,7.307329621,11.22428387,13.66083897,3.342543115,6.84025832,3.318343404,1.315853876,-0.007967122,4.821514277,6.28479866,6.871292693,5.14785828,1.80883645,3.510820987,0.903754723,3.447822567,4.79143318,7.187687216,2.024141199,0.869138093,6.835469809,7.69937903,5.627795094,5.556872152,6.931825864,6.527881886,5.490042269,3.371521362,4.117409995,3.355870901,9.254878115,-0.223359908,-0.575534253,1.512184791,4.844317887,4.940435151,5.594227631,6.921209996,4.453579996,1.247880006,5.66445,4.573528798,3.351850004,3.31,
Italy,ITA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.207245914,6.203650458,5.609727978,2.797702279,3.26802372,5.984794225,7.178612466,6.544554655,6.098059996,5.310502429,1.818107982,3.690485752,7.125862297,5.500141133,-2.090162919,7.125385158,2.560500798,3.240139797,5.959159444,3.430016382,0.844227629,0.413585662,1.169203497,3.225852379,2.798085727,2.859971888,3.191960619,4.194377269,3.388383511,1.985774903,1.538447554,0.834275467,-0.852805754,2.151023648,2.886836736,1.134684705,1.866011777,1.448165181,1.451092727,3.653596071,1.86262745,0.451436253,-0.046578301,1.730665278,0.931267136,2.198923804,1.68306274,-1.156231486,-5.494407233,1.723288452,0.449507129,-2.367681123,-1.854123237,
Jamaica,JAM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,1.808638528,5.744132209,5.574673862,12.06440905,2.458073442,18.00855529,-5.485509087,-4.229261318,-0.256092246,-6.6942451,-2.597548699,-0.053700318,-1.060041303,-5.714159244,2.639447975,2.069231642,1.909078391,-1.542345801,-2.943635579,1.882588193,7.850354834,3.974302001,7.173304355,4.200535119,4.838238742,1.955542503,9.417102569,1.383389804,2.349957049,-0.11373121,-1.140459872,-2.334553541,1.047673871,0.878703546,1.344929556,,,,,,1.4,-0.714065463,-4.411220992,-1.480026897,1.703150085,0.724298566,1.274858022,
Jordan,JOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,24.30957517,6.509941621,21.00411902,9.120067842,19.0117501,4.707517483,7.385024059,1.990395925,8.640641748,3.456390313,7.014157851,2.895607829,-1.852104673,-13.45211557,0.973755135,1.823898373,18.67243859,4.632534232,4.98412001,6.180242596,2.085492254,3.288739606,2.996112803,3.408517783,4.239817503,5.271370112,5.792385434,4.163751107,8.562738465,8.136982083,8.120118381,8.175718327,7.232408681,5.476581722,2.33682983,2.560808984,2.651594344,2.828818993,
Japan,JPN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,12.04353641,8.908972996,8.473642383,11.6767082,5.819707873,10.63856156,11.08214232,12.88246814,12.47789451,-1.023789343,4.698992042,8.413547255,8.032599975,-1.225239828,3.091575916,3.974984091,4.39033795,5.271941503,5.484041832,2.817591208,4.176843956,3.376608296,3.060738036,4.463899016,6.333356889,2.831076641,4.107427064,7.146693707,5.370152519,5.572398299,3.324340775,0.819029859,0.17106272,0.863578244,1.942343422,2.610054629,1.595628588,-2.003147834,-0.199337319,2.257495302,0.355461715,0.289548451,1.685111722,2.360730113,1.302728144,1.692904245,2.192186233,-1.041636034,-5.526976489,4.652030154,-0.452724839,1.446951894,1.539412401,
Kazakhstan,KAZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11,-5.3,-9.2,-12.6,-8.2,0.5,1.7,-1.9,2.7,9.8,13.5,9.8,9.3,9.6,9.7,10.7,8.899999999,3.300000001,1.2,7.299999999,7.5,5,6.000002014,
Kenya,KEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-7.774634926,9.457358706,8.778340254,4.964467266,2.009094158,14.72856643,3.361232055,7.982689963,7.959224465,-4.655446938,22.17389194,17.08242936,5.896580201,4.065617342,0.882203188,2.153964504,9.453797835,6.912493561,7.615226026,5.591976207,3.7735442,1.506478259,1.309050237,1.755216984,4.300561813,7.177555402,5.93710744,6.20318381,4.690348781,4.192050968,1.438346796,-0.799493971,0.353197265,2.632784521,4.406216523,4.146839264,0.474901922,3.290213723,2.305388595,0.599695393,3.779906497,0.546859528,2.932475546,5.104299779,5.906666078,6.330632808,6.993285153,1.526948818,2.735286186,5.802908375,4.420654212,4.552553683,4.687291428,
Kyrgyz Republic,KGZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299968548,13.2000301,2.789750904,5.702796669,-7.851065819,-13.88870881,-15.45932456,-20.08515883,-5.423821885,7.084502419,9.915168402,2.121835252,3.655789406,5.426673766,5.321584347,-0.017353042,7.030296039,7.026859686,-0.175548189,3.102898735,8.542874743,8.401616094,2.886294568,-0.471566603,5.956274307,-0.088832129,10.53509216,
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.099464507,6.442902796,5.412339378,5.619792924,5.009032751,11.90975793,8.766785439,8.038631629,6.687880848,8.505898789,10.34052873,13.25008556,10.77108716,10.21257181,6.691577475,0.086696959,5.963078575,7.069569946,7.313345505,7.459669528,
Kiribati,KIR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,-2.290091524,12.07925228,20.90986719,45.30277986,5.34441928,-26.76823701,-4.612662368,1.059613817,-11.58499277,-44.44409493,-3.470826374,6.786520808,8.983548928,-1.222216622,-4.612597903,1.556607558,-3.062863764,18.24331667,-8.558693105,2.133273029,-4.31766182,3.182984862,3.475826793,4.895972627,-0.970251419,6.116411828,5.570625232,10.98148338,0.149575262,9.506539418,0.703259923,0.577608928,4.030237815,3.17252337,-0.174118642,-4.507875268,7.516380695,2.754247163,-0.665002293,-0.500305552,2.74,2.81,2.9727992,
St. Kitts and Nevis,KNA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,7.383987254,9.185329438,8.221505011,1.110500706,-1.575658788,-0.973936359,10.36871864,6.400173173,11.68792079,8.707003433,9.068054444,7.617653505,2.269868986,0.393174962,3.309232481,6.657694033,5.104319004,3.667830598,6.543397159,6.770169541,1.143627355,5.210625381,0.663691766,5.236536753,1.91259372,-1.448746951,4.358030063,9.863438872,4.672675083,3.901728841,4.133635334,-5.600870038,-3.283410138,1.786777844,-1.228788765,1.954976303,
"Korea, Rep.",KOR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.936341931,2.458360659,9.531721025,7.561239115,5.19013987,12.69999988,6.100038124,11.69981062,14.10007248,12.868532,10.44122457,6.51083942,14.78751649,9.381908188,7.33744578,13.45565142,11.81775501,10.29758717,8.389703142,-1.890737169,7.404048825,8.291307176,12.18200656,9.859071009,7.470965225,12.23979753,12.26600846,11.66040806,6.752062742,9.297330585,9.712888661,5.765237321,6.329394213,8.771892964,8.930624243,7.185916566,5.766740748,-5.713897734,10.73058969,8.831278205,4.525319497,7.432433614,2.933207053,4.899851507,3.92368744,5.176133982,5.463406088,2.829214457,0.707518483,6.496785169,3.681704667,2.292382426,2.971110156,
Kosovo,KSV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.97391611,-0.700950795,5.980147677,2.612125833,6.033230381,3.4,8.3,7.2,3,3.2,4.5,2.7,3.005580311,
Kuwait,KWT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,3.704654911,8.691205335,0.497536761,12.31556097,2.380541236,9.355456287,2.735418256,3.18174997,7.671405837,4.401129115,-4.810751157,-9.552721987,-8.000088322,9.098077033,-0.103370513,7.359335324,13.91412403,-20.61552527,-19.02970301,-12.31483705,10.41418854,5.239900319,-4.257718449,8.565233279,8.142556614,-10.04966697,25.8951771,,,,33.99046785,8.436165667,4.858291021,0.605126941,2.473325085,3.662055118,-1.789009233,4.694582091,0.729026469,3,17.32,10.76219425,10.07595132,7.520249075,5.991661314,2.479843886,-7.076102807,-2.370603652,6.303509683,6.186173233,,
Latin America & Caribbean (developing only),LAC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.34706698,4.607329929,2.786499649,8.253861701,5.69797704,4.049044408,4.696322755,8.029383409,6.0939683,6.712422866,6.348538387,7.409340262,8.832182348,6.599836836,4.385966669,5.768217112,4.617483797,4.278281207,6.927228225,6.43724508,1.470155991,-0.517449978,-2.654972856,3.918620523,3.180904108,3.338195618,3.042012845,0.614028854,1.344365256,0.476011101,3.709527421,2.849829358,3.811613792,4.701542067,0.355896147,3.647792745,5.384015486,2.304734376,0.334218073,4.01436593,0.321518411,0.061987509,1.783028483,5.946106696,4.467815396,5.604197338,5.563192829,3.73409738,-1.596237064,5.864845381,4.341953908,2.832373429,2.430575361,
Lao PDR,LAO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,5.069963947,4.885133261,-1.425792383,-2.010201049,14.19063663,6.704578688,4.29656364,5.559857768,5.912556557,8.159018531,7.031254328,6.928323725,6.872091273,3.967608091,7.306376074,5.798782326,5.751412882,5.918749073,6.066996905,6.35769548,7.107568369,8.619266209,7.5968288,7.824902762,7.501774913,8.526905517,8.038652681,8.197311778,8.14625145,
Lebanon,LBN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-42.45111822,26.53316009,38.2007091,4.499936955,6.997966118,8.003148048,6.53494563,5.136503876,-2.286786101,3.592643299,-0.453074266,1.34406653,3.953516126,3.373876548,3.23739038,7.478802316,2.702340944,1.602773165,9.404086601,9.098076674,10.30091265,7.996086279,2.004586303,2.2,0.900212124,
Liberia,LBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.439987133,1.34460015,2.274457183,5.151962093,4.793795567,7.702656059,6.745785712,4.768873877,7.28846513,6.663198555,4.904831704,4.140495539,-2.255975825,4.753199208,-3.468588136,5.310731897,1.587986202,4.816220873,3.264818401,-4.098363153,-2.136748531,-2.432941291,-1.89684991,-2.10731632,-0.843323223,-1.678597481,-1.001594885,-2.041897761,-26.66845456,-51.03086304,-14.22521176,-35.08568109,-32.9753915,-21.7623498,-4.266211604,12.12121212,106.2798092,29.69999538,22.90000275,25.69999883,22.09585315,31.89257459,-32.8321115,-5.109791656,9.481315987,9.779340349,15.68803967,10.53119282,13.76159475,10.9425022,9.131658925,10.23864203,11.30674508,
Libya,LBY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7,-4.3,-1.3,13,4.4,9.9,5.9,6,3.8,2.1,5.002724865,-62.07650761,104.4844633,-9.370862833,
St. Lucia,LCA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,3.510225605,-10.82161736,4.250890606,23.50208639,-5.807720959,14.87722226,1.935041256,12.16775615,9.063729018,23.54489326,2.677941998,7.021717717,2.572960186,1.421183168,3.287844189,5.417234745,0.403652227,6.353150088,2.358586532,0.664687094,-4.796379998,0.111116033,4.449025573,8.396609621,-1.893338651,9.291470946,5.104572685,4.677754678,-0.066203244,-0.728718119,1.401401401,-1.283316881,-0.533333333,
Latin America & Caribbean (all income levels),LCN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.286360263,4.630442011,3.042738337,7.916720852,5.512357203,4.351905577,4.602191677,7.701708812,6.074054523,6.481893937,6.306520892,6.979627056,8.195611427,6.245957776,3.794142128,5.703257752,4.748317997,4.484045384,7.011584294,6.439097943,1.52434344,-0.819166899,-2.749926117,3.991880844,3.217860461,3.439995971,3.190550185,0.923250027,1.68775231,0.613948708,3.711685098,3.160075028,3.877716186,4.725461665,0.835929711,3.790395993,5.374458033,2.513191706,0.367047655,3.91876051,0.708397599,0.198644211,1.909254556,5.795735787,4.414941699,5.388218826,5.276822925,3.563549119,-1.599385073,5.615341621,4.24341698,2.821104255,2.455198945,
Latin America and the Caribbean,LCR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Least developed countries: UN classification,LDC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,1.594515607,1.457759719,1.912877776,0.921755709,3.830685425,4.796386206,2.916585387,2.297033309,0.587160608,1.13327669,0.029875856,-0.864094741,1.922051259,5.020878459,5.423583574,5.340930394,4.174147103,4.121093067,4.010805723,5.637243769,5.150822063,5.383533827,7.028557496,7.791989209,7.764104756,8.768722506,6.915587358,4.348470907,5.504729871,3.822247152,4.751670481,4.543487644,
Low income,LIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,0.756366537,5.479518727,5.015932769,3.676413208,2.559378318,-1.535512236,3.017754156,5.365813451,-1.738757885,1.533915488,2.593853494,2.301147166,3.43097896,2.207235363,3.005482504,1.139596824,1.82504124,2.514004115,2.128529499,4.200577053,3.34445259,3.858206962,1.971008909,1.988953489,0.513955203,-1.935127397,0.380336223,2.070789815,4.069469617,4.796191276,3.662326676,3.611184862,3.646768973,2.929106539,4.91156813,3.214026642,3.900447086,6.111312948,6.352276666,6.10622401,6.491683494,5.461865313,5.222214629,6.559733449,6.073932433,6.450527171,5.779652159,
Liechtenstein,LIE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,1.669224143,1.669224224,1.669224157,1.669224085,1.669224177,4.758675377,4.758675299,4.758675346,4.758675314,4.758675368,4.814814801,-1.590106021,0.538599626,4.285714285,7.020547977,3.999999994,9.230769227,5.633802799,4.491983065,2.252872524,1.801167702,3.608294339,4.332100568,6.866145055,5.875550837,6.905302499,7.22513437,7.761262345,10.41092351,3.220190289,-0.733091659,-0.993919178,-1.937564593,3.039171757,4.828076568,8.64496892,3.325962228,1.798089299,-1.157481706,,,,,
Sri Lanka,LKA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.226161822,3.818019581,2.516748566,3.906489049,2.536964195,5.023798062,6.439015053,5.801104835,7.71681163,3.846634275,1.306901111,-0.410480308,7.057387174,3.845844491,6.126219482,3.335108479,5.100602927,5.653838469,6.403541161,5.84603266,5.699521555,4.141507117,4.813978257,5.099155876,4.999397136,4.355549402,1.725610669,2.472692998,2.299295875,6.4,4.6,4.4,6.9,5.6,5.5,3.8,6.405415961,4.698397161,4.300572631,6,-1.545372866,3.964656496,5.940269077,5.445061279,6.241748044,7.668291899,6.79682612,5.950088146,3.538912053,8.015959406,8.245909534,6.341361551,7.250906975,
Lower middle income,LMC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.935728856,3.607036962,5.058442916,6.184074285,1.277622697,1.130482978,3.548294906,4.461794486,7.467050427,7.394662401,4.437915415,2.585908217,4.852905038,4.985883959,5.756322754,5.546649109,6.706681788,4.745855222,1.038828684,5.470204573,3.391361925,3.04694949,4.305156568,2.673248507,3.921295395,3.1807879,2.814970296,6.399328638,5.091525421,3.535077668,1.156401803,2.190234995,2.184586564,2.963897216,4.726947971,5.840662264,3.768110669,1.314776599,4.720646932,4.141686624,4.323167339,3.841633098,6.351721743,7.986358913,6.774175853,7.453092688,7.714366984,4.470132721,5.013634626,7.591326159,5.461120689,4.562900049,5.04757693,
