Country Name,Country Code,Indicator Name,Indicator Code,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Middle East and North Africa (IFC classification),CME,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.183680812,3.041559056,3.742550319,3.547159694,2.026053717,4.614955617,-10.91206559,6.346323851,4.901479527,3.092068232,3.479707819,2.67384329,5.355680778,10.73426226,11.24505877,-5.495138397,13.73987152,22.00300492,6.035118773,-1.965291668,17.08268225,7.516202606,6.866830566,7.474572543,8.063161672,6.77166308,-2.146650212,-7.823631974,-1.819120514,-6.105697646,-3.808599371,-3.100003211,-3.199997355,-2.500000928,3.299996146,5.000004424,5.099998069,5.039252944,4.393810764,4.199996332,4.514271087,4.009044571,4.030993315,3.701854054,2.296654441,3.222146585,2.840053518,3.627197143,1.868461235,3.343429598,4.102106866,4.6,5.5,
"Congo, Rep.",COG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.350726686,5.202308808,-4.029300418,3.816796258,3.676467752,1.358982467,2.116272053,7.631326245,7.54852521,6.35847016,7.753035879,8.617550834,8.231188946,7.885520809,7.731596849,0.916286735,-8.95342797,6.35974699,9.813224746,17.6366055,17.61972245,23.59769997,5.853962838,6.976131051,-1.185660856,-6.861526427,0.18937663,1.76626344,2.599876513,1.000003566,2.395367454,2.611948052,-0.979683211,-5.493075736,3.985324373,4.290481555,-0.624812147,3.737552769,-2.582199359,7.575980392,3.8026019,4.581870061,0.813264075,3.476631623,7.755758978,6.235997013,-1.582222752,5.572264177,7.46887803,8.751655799,3.420621271,3.799995852,3.440705249,
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.265372382,5.466500282,2.904114678,6.602341595,3.012487197,5.32236813,4.190635447,6.427444336,6.520935067,6.956515099,5.951223099,7.673414682,6.72748176,5.742522109,2.248047059,4.817187269,4.148013439,8.463449999,5.382853373,4.098199161,2.263216774,0.948480319,1.584376304,3.355101016,3.088264652,5.83829241,5.371506806,4.059821002,3.417426656,6.042038478,2.277231497,5.032677497,2.365650574,5.835811494,5.202437593,2.055854712,3.430293678,0.56978409,-4.204015244,4.419993,1.677898308,2.503980465,3.918271904,5.333022067,4.706555934,6.697515258,6.900627655,3.546804886,1.651549245,3.971800705,6.589511516,4.049025803,4.257140005,
Comoros,COM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,3.864921187,6.383623358,4.821027945,4.110264301,2.280371848,1.867211828,1.637991109,2.687518695,-3.180675333,5.091392704,-5.395598907,8.530923433,3.005937478,-5.276682038,3.610129478,-1.291668416,4.030340682,1.282662443,1.924123666,1.417852661,3.329208572,4.149414597,2.474617737,-0.239934108,4.229885608,1.242150459,0.49099094,0.974927219,1.810218301,2.051229554,2.227203171,2.961140068,3.518193801,
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,8.451562394,2.825029769,9.520749658,3.783270858,8.642086681,2.871455519,4.309063574,5.996855087,5.697949355,0.692171677,1.404147127,10.93764692,8.708311612,19.1826416,14.2116365,11.34652471,11.11842585,12.51728584,11.22264845,14.28486891,2.231654489,5.250891248,4.176259266,10.19707264,6.912457936,7.983750395,15.17068806,6.6505205,-1.270403684,1.466912709,3.968783812,1.236262722,0.499402175,
Costa Rica,CRI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.955940459,8.148320027,4.784711557,4.14905212,9.829617287,7.870708087,5.650125921,8.385017768,5.577729809,7.503134343,6.778505427,8.178045133,7.708915812,5.54489999,2.10007105,5.517564403,8.904474432,6.267686825,4.939123955,0.751895403,-2.261655507,-7.285568847,2.862992702,6.201703583,1.041412257,5.784949502,6.875439671,3.819392956,5.065672853,3.904917803,2.571919971,9.15201618,7.413680559,4.729601446,3.920889571,0.886582088,5.578186399,8.397847841,8.222200687,1.8008246,1.076396317,2.902185091,6.404510783,4.259452774,5.886377313,8.779640959,7.935340515,2.731620422,-1.015718862,4.954320527,4.510220598,5.133850711,3.497287451,
South Asia (IFC classification),CSA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caribbean small states,CSS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,3.850842763,7.788202453,9.263497146,7.002610203,7.11164953,0.278951414,1.974032567,-4.182101531,0.995748244,-0.405954292,0.982672732,-1.014322261,1.284338413,3.518039121,0.383083723,0.192485559,-1.404791976,-0.076075596,3.419680617,3.112509546,3.743245296,3.568095718,5.393125972,4.616969109,4.154461646,2.176293191,4.593284501,7.038588481,4.995988196,4.585701637,8.696679897,3.583999135,1.865854857,-3.754233579,0.447464394,0.11101934,1.568161472,,
Cuba,CUB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,8.583858538,4.826686057,3.434488688,0.984491527,9.476426331,5.427960425,8.709502863,6.595998422,1.088183477,-4.849443009,19.68833449,8.918234752,5.411470669,7.929716566,1.596674541,0.095303565,-2.402172725,3.705539918,0.680083276,-2.948564774,-10.6926974,-11.58060298,-14.8781804,0.716930036,2.457201026,7.838750049,2.785004012,0.155720869,6.191203445,5.915865714,3.182230186,1.42859081,3.791364597,5.770878841,11.20171308,12.06580602,7.262136966,4.116828042,1.449116763,2.388246462,2.710339451,,,
Curacao,CUW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.305202786,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,20.26628913,16.36200206,7.77740519,9.905566824,5.753245368,2.516997898,6.021711923,5.582181053,8.757893613,4.882540617,3.703951264,7.065248438,8.64677856,7.947425503,7.404,0.7395,9.4,0.7,5.9,6.1,1.848836555,2.348517259,5.043260519,4.846823175,5.042802715,4.0255516,2.091236261,1.934070122,4.224693897,3.909963232,4.125312851,5.130542893,3.626616209,-1.666159464,1.3,0.4,-2.4,-5.4,
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.61494236,-0.506542351,0.06190425,2.909309462,6.221406002,4.539679076,-0.852524517,-0.235975242,1.679287459,4.185650506,3.097349644,2.149300055,3.766174432,4.742590846,6.752450791,7.020380892,5.735130734,3.099001693,-4.507138802,2.469311484,1.818613208,-1.021119255,-0.934134169,
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,3.132699754,4.300341297,4.777486911,0.890068707,-0.866738895,4.949258392,3.34721809,3.008492875,4.150363331,1.40882866,0.52924054,-0.394840748,1.572410148,2.822947834,2.327935223,2.287339268,1.402151577,3.707235666,3.896551724,5.255006085,5.108261509,1.911886949,-1.002097413,2.471751412,1.677004365,0.790781744,1.737278637,1.861848628,1.871079386,3.057649432,1.514371072,0.010148163,-0.375443937,1.161132614,0.684655658,3.7,3.269045323,1.083201046,-5.145496536,4.012465914,3.333333333,0.68865531,0.431965443,
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.277616675,-0.017967018,-6.620881286,-0.937342459,-3.488261251,-4.11549878,-0.745872199,0.099378553,2.1790062,0.416213964,2.047764375,2.618562398,3.199959328,3.826476088,3.169601156,4.799864683,5.100061387,5.799962619,4.999503141,4.450192961,5.385134251,3.003496437,4.999907255,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,11.77249708,-18.44416562,14.26068376,12.08437745,4.134415376,2.691703646,5.426399704,1.284555733,7.07773232,7.518690028,8.559027685,-0.243166789,5.254900467,0.607919456,2.04736255,1.680949196,1.431317406,1.974718446,2.64178511,1.490821515,4.978083423,0.683297289,-5.606353369,-0.065818333,-2.131511315,7.392318743,3.029616429,-0.817460523,9.512477764,5.889543571,7.868252516,-1.187446989,1.201716738,0.254452926,-1.184433164,-0.770547945,
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.378832476,5.666822173,0.637021234,9.269938215,4.555254814,2.740910109,3.421605092,3.974947702,6.322485008,2.026089152,3.001883355,4.174997584,3.759239704,-0.815954363,-1.221451737,6.093500397,1.978853942,2.274546641,3.950129269,-0.487542347,-0.88690382,3.713982744,2.651857243,4.165577099,4.024434465,4.949240893,0.289936831,-0.14266411,0.572900403,1.607443635,1.300427038,1.9754605,-0.08960504,5.525396923,3.06517543,2.834545152,3.198454206,2.160456239,2.560451447,3.528655889,0.704834103,0.46584828,0.383831163,2.296487044,2.445147924,3.394710394,1.583262086,-0.783852225,-5.666315591,1.386859103,1.07128642,-0.358728262,0.417078759,
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.313248512,17.04724072,6.502902855,6.764865095,-12.48183398,13.46334475,3.327542292,0.238860413,10.89144599,18.22668279,10.87146616,10.39416404,12.89576373,6.001902861,5.193253366,6.728122679,4.981783945,2.140684707,4.531399122,7.968738587,4.279867406,1.698708696,4.627946289,1.252895988,-2.122534999,3.521993233,10.1173674,2.155963303,4.400538841,-5.45431246,0.944138918,10.51318199,7.222621369,2.303256394,5.493629296,7.13136736,8.004274434,7.010597727,6.715354088,5.656604886,1.809229485,5.788207312,-0.253358805,1.311958217,9.262750072,10.67115485,8.474624778,5.255649444,3.454054459,7.751220866,4.482914631,3.887682601,4.064492974,
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-13.60544139,-19.68504177,34.31372885,5.839412935,6.206898306,-4.804970931,9.452962438,10.79623857,8.433280316,8.862657085,-11.33171908,27.4239694,3.813176251,7.49491779,5.045341579,8.386756509,5.258585928,9.214835735,7.477826532,0.790606981,2.999996068,6.40000415,5.400003018,5.599996509,3.699997272,0.400000988,-0.699997507,-1.000005517,4.400002164,0.800000619,-1.200000614,1.800002315,-2.100000755,-0.899996563,3.79999481,4.099998477,1.099999927,5.100003607,3.200001534,2.200000704,4.612523742,5.6,7.2,4.3,5.9,1.7,3.4,2,1.599979658,3.600169066,2.800018252,3.299991384,2.699929229,
East Asia & Pacific (developing only),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.130755214,-15.12972365,-1.621133375,7.038245052,11.23288394,11.2343491,7.66566081,0.796732983,0.945402652,11.90798582,12.67558794,6.842964687,6.652041483,7.043808949,3.497077277,8.331887081,2.93460546,7.755360135,9.131865896,7.104262666,7.043483435,4.263242539,7.461637843,7.345244011,8.349116512,9.495271789,7.522742095,10.16805129,10.35277983,5.682975984,5.182843303,8.126528095,11.32373856,11.46681165,11.20141853,9.595285489,7.71688109,2.910942768,6.371229588,6.983641129,6.629575373,7.830019321,8.778988905,8.97469003,9.722912821,10.82262097,12.18996465,8.496678278,7.484699636,9.704484098,8.31729058,7.41333774,7.132223844,
East Asia & Pacific (all income levels),EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,8.98432273,4.446643583,7.124975299,10.42605909,6.42896135,9.629438551,9.922671021,10.53777824,10.75239948,1.654591043,5.726029391,7.787319546,7.676265499,0.732096434,3.024410945,4.941732382,4.520776749,5.490871988,6.038117145,3.321938764,4.71045753,3.690116804,3.785862432,5.348303711,6.285127314,4.618507318,5.216355433,7.669608712,6.140662928,5.688095191,3.911120688,2.629813739,3.198230247,4.006392954,4.604417335,4.671313434,3.674859511,-0.629629491,2.917760476,4.345165395,2.31737329,3.404870221,3.952738647,4.924532651,4.446427953,5.213900905,6.130205062,3.003646391,0.498251338,6.940502116,3.938026511,4.134756325,4.190699475,
Europe & Central Asia (developing only),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,3.462991096,3.474779646,4.152771404,5.325252284,2.147771291,4.224392104,5.822646994,2.262235589,-0.036751347,-0.103926949,-6.306068656,-4.982646116,-1.602382302,-6.218909755,2.648456481,3.542928608,3.950383894,1.709942738,-1.10629888,5.870690128,0.296934954,5.690628608,5.728280712,8.820839461,7.057695372,7.384600496,5.692387787,2.963194127,-4.807955243,5.90471868,6.23444889,1.752645231,3.645238815,
Europe & Central Asia (all income levels),ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.375669742,4.877158175,5.176577625,5.530297838,4.606013871,4.422089394,4.468114594,4.987992058,5.602128251,4.741069041,3.52475729,4.569859565,6.069809739,2.492682757,-0.56187297,4.499099294,2.866586959,2.991527291,3.510446015,1.572492415,0.418084787,1.018509907,1.880061117,2.720034898,2.603326339,2.863508185,2.903387071,4.00590085,3.381228633,2.282224634,0.451116463,-0.244818782,-0.592388697,1.618423972,2.419597339,1.904317655,3.012476408,2.591744079,2.823029587,4.245788031,2.015385772,1.5925315,1.870886422,3.13350177,2.664811587,3.808680785,3.63382068,0.762136262,-4.583754385,2.449379471,2.099516051,0.091565757,0.46461812,
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.543079322,4.55888374,3.875658199,7.811889158,4.717973439,-0.339525639,4.621073941,1.909438399,4.66923798,6.87192933,6.292606196,5.017640704,13.95068213,11.20850963,10.972154,7.397187619,1.604842112,5.706824945,3.734048401,3.708682969,5.61286412,0.614845354,-0.336868771,2.625273268,3.935001412,3.464782516,-0.259098708,5.89046729,1.005777946,3.679914053,4.291342398,2.114310675,1.973218079,4.258250468,2.252548774,1.731747514,4.327864764,3.266529404,-4.739385791,1.091801564,4.0156299,4.096776659,2.722877337,8.211020917,5.291308267,4.403526434,2.190063972,6.3571306,0.566491592,2.953077302,7.834632369,5.123267676,4,
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,1.056646022,0.625934957,2.721416531,6.812550266,5.598515606,3.44091209,2.028896591,0.705246822,2.485498843,8.939172758,14.62724764,12.83695867,5.779709942,6.038857156,10.01133522,3.75608089,9.907170784,7.401139448,6.091515278,6.602049857,2.646575818,2.519421551,5.300718918,4.972378587,5.701753291,1.078837978,4.431996111,2.900790798,3.97317218,4.642458776,4.988730567,5.491131498,4.036367055,6.105460417,5.368005985,3.535225672,2.370489088,3.193517698,4.092071611,4.471744472,6.843838194,7.087827427,7.156283566,4.686129558,5.146618791,1.762424587,2.213028907,2.097945861,
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.677602106,6.399359311,5.762763913,5.490357033,4.94992541,5.26394869,5.266278922,5.527184786,6.947914434,5.614438578,3.798342723,4.848534692,6.227305626,3.336475195,-0.747380873,5.042378686,3.0767186,3.094678196,3.82174425,2.279278693,0.511408279,0.709590928,1.387282432,2.367597635,2.299002205,2.498174185,2.500399647,4.281149188,4.052591305,3.46724821,2.494049007,1.272440687,-0.706945916,2.459108149,2.440215903,1.58974713,2.647511554,2.834978358,2.935355868,3.830660607,2.016075802,0.951470377,0.757572237,2.225568062,1.740390594,3.272203439,3.008818046,0.375473083,-4.462524575,1.982007036,1.614652282,-0.638337275,-0.42062712,
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4547618,21.221411,2.85837881,9.258839895,7.908684452,1.772582592,0.013480723,-3.141986746,8.755436313,3.005428651,-2.655515364,1.451734363,2.574449601,-0.969216373,1.42682175,-9.783029746,3.87650192,2.194189769,8.679800386,7.017108852,1.332252085,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.83867419,9.953438103,9.596498874,5.308510246,6.253134899,7.24606031,4.340338417,6.597020138,8.907015555,4.290932921,4.649473479,8.149745874,7.788465266,5.618785767,0.542203321,3.303791514,2.838574301,1.463003372,0.041546508,2.208728123,-0.132468617,1.246461721,1.770115765,1.784687528,2.321435857,3.253321719,5.54712262,5.094324223,4.827030298,3.78139346,2.546000566,0.929215436,-1.031491774,2.383195313,2.757494032,2.450788393,3.879200215,4.467959673,4.733324062,5.047596703,3.669430567,2.710182438,3.089441597,3.259301069,3.583646145,4.076221437,3.479184656,0.891696521,-3.832364395,-0.201262019,0.050305082,-1.641456256,-1.222700551,
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.642424385,4.480125162,5.889895976,11.73635669,6.809689991,-0.27125357,9.697174863,6.281644388,6.560428534,7.765386713,6.342836963,8.853496627,10.0973433,7.492203903,-4.151355335,-14.09833892,2.564990907,9.557924727,3.938907138,0.830646297,
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,0.916054497,8.235079707,-2.847978498,-11.14430198,9.661380096,13.85959888,0.50342312,-0.360888276,2.726425566,-7.137292578,-8.672776413,13.142837,3.190201967,6.127508067,12.42591678,3.134063325,-3.458194764,5.162405423,6.072859309,8.301431882,1.51471579,-2.161082482,13.5723613,11.81884442,10.83462701,11.45601958,10.78855472,8.802483468,12.55054399,11.17828806,8.725312908,10.36242758,
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.466941777,4.907576777,5.109294169,5.53974502,4.632165835,4.257724888,4.422809243,5.018827582,5.673928647,4.83091727,3.418014882,4.558287804,6.280109489,2.437933376,-0.561357848,4.559279161,2.834825937,3.092486061,3.620541607,1.495870656,0.246104893,1.050439525,1.810992379,2.549877553,2.471825454,2.779388659,2.800588379,4.177016723,3.500441661,2.742245617,1.193110888,1.049894687,-0.054121618,2.976221497,2.797574708,2.020945799,2.926159421,2.95176989,2.950008019,3.931484725,2.039744272,1.293909249,1.484103339,2.612095388,2.188175184,3.379945254,3.200636314,0.360358025,-4.534555836,2.046320495,1.644457304,-0.367318479,0.108699415,
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.671926796,2.155172455,-0.236388044,-3.134682268,11.69373542,6.040540335,5.825606856,4.971571279,3.844295938,4.126022996,5.009718495,-9.842116137,12.65679278,1.088529741,
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.604670479,2.981945536,3.285099636,5.238686598,5.302857802,2.372823015,2.168828883,2.303289984,9.593287785,5.333907792,2.356920238,7.735485628,6.983827907,3.236533668,1.804897723,0.344382895,0.239510464,2.919708029,7.12192636,5.389047468,1.286520376,3.049173022,3.023822968,3.107654275,3.302382918,2.64174905,3.489984427,5.221280894,5.077772989,0.505238823,-5.999925801,-3.484987518,-0.810697527,3.653735158,3.962453639,3.569447367,6.205788375,5.031041859,3.908371415,5.323751325,2.283747494,1.834129602,2.012433367,4.124870964,2.916059866,4.410592331,5.335225212,0.293570445,-8.538612573,3.363032326,2.824851558,-1.008067014,-1.379474373,
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.517583671,3.606101884,6.358772588,4.877277299,-2.700267007,0,13.35183114,7.916221303,2.596415663,12.70270401,6.888988175,7.485277098,11.61286866,2.601151628,0.530208997,2.736162119,5.90401126,1.863403082,12.2248205,-1.603458289,6.329992016,-5.978487669,-3.960119251,8.393024289,-4.61347721,7.74990637,-6.615018983,0.955755888,7.438632242,5.8,-2.7,6.1,2.130031981,5.1,2.5,4.8,-2.2,1.3,8.8,-1.7,2,3.2,1,5.3,0.7,1.852483331,-0.850654455,1.032794789,-1.272367571,0.111136994,1.867665921,2.202128024,2.735106782,
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.506272437,6.672174626,5.347173767,6.518338303,4.778035177,5.214008052,4.688158821,4.25902469,6.990530534,5.727118376,5.331163296,4.538035794,6.610584079,4.691421183,-1.123629721,4.386210196,3.572739132,3.895486999,3.44931913,1.63677674,0.979073595,2.417444832,1.231903984,1.494625413,1.610248526,2.255981272,2.3884396,4.667661751,4.18778222,2.620201926,1.039369871,1.477939467,-0.66732877,2.247388382,2.047299667,1.067614796,2.183836847,3.378260641,3.291975231,3.680111707,1.835665295,0.9288527,0.899498052,2.544671191,1.826504514,2.466858885,2.285213009,-0.080668136,-3.147069489,1.724775595,2.026874819,0.013879298,0.213808557,
Faeroe Islands,FRO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,1.199760048,2.548903379,3.526011561,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.083999785,-3.111543555,-6.06575314,2.955746234,1.383732244,4.563228657,1.747186983,0.599915323,1.825855097,-3.231265622,2.16055492,-0.163398779,-2.05968816,-2.559622545,0.961957557,2.530561756,2.050587188,0.433664982,0.64672595,
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.76684319,7.449211606,6.092435261,4.554453656,8.333335658,4.50800457,4.115152848,2.508800884,8.082910435,8.679342173,10.25873091,11.33697068,10.18243362,39.48709518,19.19011491,35.62533797,-12.58209117,-24.04920607,0.474405278,2.552937158,5.095329281,-3.097520399,5.60824068,7.508902307,-2.332949327,-0.80359774,-17.14604221,12.84535324,8.545309994,5.192237276,6.112503481,-3.09014565,3.946555009,3.712754839,4.973847763,3.625049023,5.738367394,3.477833588,-8.932622804,-1.882966396,2.131679953,-0.267154255,2.475192183,1.3460156,3.021595857,1.18118769,5.553353887,0.999807338,-2.9,6.7,7.1,5.6,5.887,
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.573569963,1.327993179,3.956241167,5.038282449,2.788976828,2.049311178,2.310965101,3.984737995,2.052445651,2.668168065,2.081419604,3.618656162,7.244869113,-1.584530061,-0.55625075,2.771600948,2.290953386,3.344606366,2.607653984,-2.102807351,-1.323614467,2.093068817,3.624346447,2.670924927,3.599381426,4.012329823,4.562218051,5.031963974,2.281446724,0.779266146,-1.292439778,1.294728512,3.490487493,4.953410866,3.533391003,3.491312164,4.350428726,3.567032094,2.938356205,4.362269104,2.184885663,2.295197083,3.948920656,3.173152335,3.234799171,2.755000787,3.427242116,-0.769483879,-5.170407757,1.659754161,1.117381611,0.277723044,1.743508313,
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,7.535630988,6.249999451,4.456335383,4.778150028,12.05211667,2.470935954,2.836873461,6.482761982,8.808292272,7.38094573,6.097563985,6.896551056,7.429127413,7.370346153,4.576266191,5.267423362,2.001538343,4.301887009,5.426923071,4.941655565,-8.175276214,1.282043321,5.555558092,-7.195202165,-14.78822592,-21.10000024,-44.89999971,-29.30000146,-10.39999522,2.599997248,11.20000232,10.5190396,3.104904464,2.869256656,1.838341147,4.805451742,5.473839393,11.05810101,5.857330238,9.599640575,9.383276612,12.344,2.314047096,-3.775773961,6.253027581,6.953499714,6.18001001,3.176421579,
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.429675616,4.109157376,4.405974365,2.209328429,1.368997659,-4.258289218,3.075363287,0.368860808,6.00617415,9.723472954,5.216124439,-2.487655112,2.884583358,6.852517139,-12.43162831,-3.530183433,2.2741077,8.475935637,-2.514941333,0.471695791,-3.50306747,-6.923650299,-4.563737719,8.647569256,5.091617972,5.199160071,4.794898731,5.628169742,5.085872512,3.328818229,5.28182614,3.87941917,4.85,3.3,4.112418938,4.602460956,4.196357878,4.700390795,4.399996536,3.7,4,4.5,5.2,5.6,5.900003848,6.4,6.45973558,8.430504083,3.991256102,8.007036608,15.00707161,8.789806177,7.131793165,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,3.299938846,6.308116697,4.003476015,4.324062752,2.613423005,3.270947302,5.044144543,3.970099106,4.607673201,4.461575085,5.18160346,3.644121242,3.812004033,2.503060562,3.658346471,5.164609466,1.24860126,2.340117312,2.997272562,2.496728569,1.757682351,4.936932709,-0.280192286,1.936217423,3.90876145,3.944111989,2.500005193,
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,0,9.576141612,2.435525021,6.153845482,-0.065876988,0.24170544,9.250328335,5.878794014,12.39342972,7.351224717,3.439576817,6.316445053,-1.328181958,6.270078616,3.321894043,-0.764582299,10.88322776,3.535257823,-0.812265615,4.091071129,2.4543332,4.476826243,5.89572251,3.558878955,3.107039397,3.378689083,3.01210062,0.154346248,0.881848587,2.223545145,4.899998946,3.499998461,6.4,5.5,5.8,-3.250000378,6.87,7.05,-0.94167615,1.124099619,3.631025832,5.734641975,6.449695843,6.526297444,-4.295121672,6.054830327,5.647144549,
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,-3.910967475,6.374860914,1.109892755,4.559241038,7.845584329,4.943455336,-7.170069987,13.12604341,1.99414433,-15.95265147,18.16752811,4.200082145,-3.398287421,9.109223008,4.166492887,-0.793847624,2.9,4.6,6.1,6.1,5.1,1.1,2.1,3.2,4.4,11.6,6.5,-28.09997974,1.025537419,3.641641149,7.224879175,1.999354176,-4.938342536,-0.747583878,4.923780101,-1.981839545,6.038822184,3.221,2.996,3.472,5.339,-1.45,0.255,
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,5.769420426,2.201675995,5.004387159,1.011381645,12.90517881,-2.33055635,4.436737445,2.655262103,-1.229178018,-1.758564099,-1.022238942,34.74532003,11.03321305,16.66883558,17.48626372,66.57999728,149.9729635,23.77448232,25.66401545,18.21377995,63.37987543,19.46283403,13.95525032,37.99872685,9.7487276,1.259747204,13.13636618,12.27200362,-8.062960649,-1.300256428,4.998038644,3.217181679,-4.890570153,
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,11.1495374,1.533518906,10.13605526,8.258340252,9.39266085,6.098846533,5.481437166,6.664109252,9.899730172,7.95448744,7.841176981,10.16015115,8.092378663,-6.438240579,6.366808651,6.851897988,2.941001718,7.246863323,3.282080215,0.677131069,-1.553721224,-1.132647529,-1.078622374,2.010580403,2.50955655,0.517660082,-2.258863477,4.287861663,3.799999998,0,3.100000002,0.7,-1.6,2.000000001,2.099719775,2.358402042,3.637608175,3.36368354,3.419391619,4.477405703,4.197174642,3.43940737,5.943790479,4.367604356,2.280353878,5.507518883,3.536178426,-0.21510917,-3.136635921,-4.943699523,-7.105818864,-6.972650052,-3.855112059,
